PO_Key,Package_Original,Subpackage_Original,Reassigned_Package,Reassigned_SubPackage,purchase_order_description,po_total_amount_ordered_in_usd_currency,material_group_description,Vendor Name,VBS Category1,VBS Category 2,,
450472186420,Maintenance,Building & Facilities Maint. Materials,Maintenance,Building & Facilities Maint. Materials,2'x2' Buweiser Sample,345.869355,FACILITIES MANAGEMENT SERVICES,SPECTARC,Lease of Vehicle,LEASES AND RENTALS,,
450472186430,Maintenance,Building & Facilities Maint. Materials,Taxes,Other Taxes,               GST 18% on Basic Amount,403.92832,FACILITIES MANAGEMENT SERVICES,SPECTARC,Lease of Vehicle,LEASES AND RENTALS,,
450483738430,Maintenance,Building & Facilities Maint. Materials,Taxes,Other Taxes,GST @ 18 %,235.975558,FACILITIES MANAGEMENT SERVICES,SPECTARC,Lease of Vehicle,LEASES AND RENTALS,,
450485508170,Utilities,Office Supplies,Utilities,Office Supplies,Soft Tissue,27.706769,FACILITIES MANAGEMENT SERVICES,SPECTARC,Lease of Vehicle,LEASES AND RENTALS,,
4504855081110,#N/A,#N/A,#N/A,#N/A,GST @ 18 %,78.410156,FACILITIES MANAGEMENT SERVICES,SPECTARC,Lease of Vehicle,LEASES AND RENTALS,,
450493499030,Non ZBB,Non ZBB Accounts,Maintenance,Building & Facilities Maint. Materials,Storage,532.261616,FACILITIES MANAGEMENT SERVICES,SPECTARC,Lease of Vehicle,LEASES AND RENTALS,,
450493499050,Non ZBB,Non ZBB Accounts,Maintenance,Building & Facilities Maint. Materials,Electrical Works,1166.600802,FACILITIES MANAGEMENT SERVICES,SPECTARC,Lease of Vehicle,LEASES AND RENTALS,,
450493499060,Non ZBB,Non ZBB Accounts,Maintenance,Building & Facilities Maint. Materials,Dismanteling and Shifting of Materials,437.475301,FACILITIES MANAGEMENT SERVICES,SPECTARC,Lease of Vehicle,LEASES AND RENTALS,,
450493499070,Non ZBB,Non ZBB Accounts,Maintenance,Building & Facilities Maint. Materials,Painting,145.8251,FACILITIES MANAGEMENT SERVICES,SPECTARC,Lease of Vehicle,LEASES AND RENTALS,,
450493499080,Non ZBB,Non ZBB Accounts,Maintenance,Building & Facilities Maint. Materials,Miscellaneous,437.475301,FACILITIES MANAGEMENT SERVICES,SPECTARC,Lease of Vehicle,LEASES AND RENTALS,,
450493499090,Non ZBB,Non ZBB Accounts,Maintenance,Building & Facilities Maint. Materials,Netwroking,583.300401,FACILITIES MANAGEMENT SERVICES,SPECTARC,Lease of Vehicle,LEASES AND RENTALS,,
4504934990100,#N/A,#N/A,#N/A,#N/A,Design Of SOC area,1261.387118,FACILITIES MANAGEMENT SERVICES,SPECTARC,Lease of Vehicle,LEASES AND RENTALS,,
450504914150,Maintenance,Building & Facilities Maint. Materials,Maintenance,Building & Facilities Maint. Materials,Transportaion Cost ,18.219768,FACILITIES MANAGEMENT SERVICES,SPECTARC,Lease of Vehicle,LEASES AND RENTALS,,
450504914160,Maintenance,Building & Facilities Maint. Materials,Maintenance,Building & Facilities Maint. Materials,Installation Cost,43.727444,FACILITIES MANAGEMENT SERVICES,SPECTARC,Lease of Vehicle,LEASES AND RENTALS,,
450504914170,Maintenance,Building & Facilities Maint. Materials,Institutional,Internal Events,Rangoli,327.955829,FACILITIES MANAGEMENT SERVICES,SPECTARC,Lease of Vehicle,LEASES AND RENTALS,,
450504914190,Maintenance,Building & Facilities Maint. Materials,Taxes,Other Taxes,GST @ 18%,145.947632,FACILITIES MANAGEMENT SERVICES,SPECTARC,Lease of Vehicle,LEASES AND RENTALS,,
450505991320,Non ZBB,Non ZBB Accounts,Maintenance,Building & Facilities Maint. Materials,Reception Area 2 - Customized Planter Bo,1076.715428,FACILITIES MANAGEMENT SERVICES,SPECTARC,Lease of Vehicle,LEASES AND RENTALS,,
450505991330,Non ZBB,Non ZBB Accounts,Maintenance,Building & Facilities Maint. Materials,"Recetion Area 3 - With Wood Wall Frame,",6351.41123,FACILITIES MANAGEMENT SERVICES,SPECTARC,Lease of Vehicle,LEASES AND RENTALS,,
450505991340,Non ZBB,Non ZBB Accounts,Maintenance,Building & Facilities Maint. Materials,WorkStation Privacy 4 and 5 Area - MS Me,2359.0956,FACILITIES MANAGEMENT SERVICES,SPECTARC,Lease of Vehicle,LEASES AND RENTALS,,
450505991350,Non ZBB,Non ZBB Accounts,Maintenance,Building & Facilities Maint. Materials,Interior Landscape Area 6 - Pine Wood Pl,7440.224584,FACILITIES MANAGEMENT SERVICES,SPECTARC,Lease of Vehicle,LEASES AND RENTALS,,
450505991360,Non ZBB,Non ZBB Accounts,Maintenance,Building & Facilities Maint. Materials,"Interior Landscape Area 7 - Metal Frame,",2570.809308,FACILITIES MANAGEMENT SERVICES,SPECTARC,Lease of Vehicle,LEASES AND RENTALS,,
450505991370,Non ZBB,Non ZBB Accounts,Maintenance,Building & Facilities Maint. Materials,"Interior Landscape Area 8 - Metal Frame,",2250.214264,FACILITIES MANAGEMENT SERVICES,SPECTARC,Lease of Vehicle,LEASES AND RENTALS,,
450505991380,Non ZBB,Non ZBB Accounts,Maintenance,Building & Facilities Maint. Materials,"Interior Landscape Area 9 - Metal Frame,",2250.214264,FACILITIES MANAGEMENT SERVICES,SPECTARC,Lease of Vehicle,LEASES AND RENTALS,,
450505991390,Non ZBB,Non ZBB Accounts,Maintenance,Building & Facilities Maint. Materials,Interior Landscape Area 10 - Raw Planter,604.896308,FACILITIES MANAGEMENT SERVICES,SPECTARC,Lease of Vehicle,LEASES AND RENTALS,,
4505059913100,#N/A,#N/A,#N/A,#N/A,Interior Landscape Area 11 - Large Plant,6532.880123,FACILITIES MANAGEMENT SERVICES,SPECTARC,Lease of Vehicle,LEASES AND RENTALS,,
4505059913110,#N/A,#N/A,#N/A,#N/A,Interior Landscape Area 12 - Moss Letter,7016.797169,FACILITIES MANAGEMENT SERVICES,SPECTARC,Lease of Vehicle,LEASES AND RENTALS,,
4505059913120,#N/A,#N/A,#N/A,#N/A,Supply of Additional FRP Planter Boxes a,5565.04603,FACILITIES MANAGEMENT SERVICES,SPECTARC,Lease of Vehicle,LEASES AND RENTALS,,
4505059913130,#N/A,#N/A,#N/A,#N/A,Artificial Gardening,1718.167878,FACILITIES MANAGEMENT SERVICES,SPECTARC,Lease of Vehicle,LEASES AND RENTALS,,
450505991930,Non ZBB,Non ZBB Accounts,Maintenance,Building & Facilities Maint. Materials,Extra Electrical Works as per Epitome Re,778.640018,FACILITIES MANAGEMENT SERVICES,SPECTARC,Lease of Vehicle,LEASES AND RENTALS,,
450505991940,Non ZBB,Non ZBB Accounts,Maintenance,Building & Facilities Maint. Materials,LEGRAN Floor Pop Up Box for 3 No Socket,190.943172,FACILITIES MANAGEMENT SERVICES,SPECTARC,Lease of Vehicle,LEASES AND RENTALS,,
450505991960,Non ZBB,Non ZBB Accounts,Maintenance,Building & Facilities Maint. Materials,Gypsum Board over the Ceiling on both si,233.213034,FACILITIES MANAGEMENT SERVICES,SPECTARC,Lease of Vehicle,LEASES AND RENTALS,,
450505991970,Non ZBB,Non ZBB Accounts,Maintenance,Building & Facilities Maint. Materials,Relaying of Carpet,145.758146,FACILITIES MANAGEMENT SERVICES,SPECTARC,Lease of Vehicle,LEASES AND RENTALS,,
450505991980,Non ZBB,Non ZBB Accounts,Maintenance,Building & Facilities Maint. Materials,Painting of the Entire COE Area total Sq,52.472933,FACILITIES MANAGEMENT SERVICES,SPECTARC,Lease of Vehicle,LEASES AND RENTALS,,
450512288240,Maintenance,Building & Facilities Maint. Materials,Maintenance,Building & Facilities Maint. Materials,Electrical / Networking Works,613.31961,FACILITIES MANAGEMENT SERVICES,SPECTARC,Lease of Vehicle,LEASES AND RENTALS,,
450512288260,Maintenance,Building & Facilities Maint. Materials,Maintenance,Building & Facilities Maint. Materials,Miscellaneous,422.979041,FACILITIES MANAGEMENT SERVICES,SPECTARC,Lease of Vehicle,LEASES AND RENTALS,,
450512288270,Maintenance,Building & Facilities Maint. Materials,Taxes,Other Taxes,GST @ 18%,1969.339659,FACILITIES MANAGEMENT SERVICES,SPECTARC,Lease of Vehicle,LEASES AND RENTALS,,
450521154020,Maintenance,Building & Facilities Maint. Materials,Maintenance,Building & Facilities Maint. Materials,Providing of Glass Door,1064.407546,FACILITIES MANAGEMENT SERVICES,SPECTARC,Lease of Vehicle,LEASES AND RENTALS,,
450521154030,Maintenance,Building & Facilities Maint. Materials,Maintenance,Building & Facilities Maint. Materials,Gypsum Partition and Flase Ceiling Work,854.613673,FACILITIES MANAGEMENT SERVICES,SPECTARC,Lease of Vehicle,LEASES AND RENTALS,,
450521154040,Maintenance,Building & Facilities Maint. Materials,Maintenance,Building & Facilities Maint. Materials,Painting Works @ 22/sqft,227.43751,FACILITIES MANAGEMENT SERVICES,SPECTARC,Lease of Vehicle,LEASES AND RENTALS,,
450521154050,Maintenance,Building & Facilities Maint. Materials,Maintenance,Building & Facilities Maint. Materials,Carpet Relaying,169.544326,FACILITIES MANAGEMENT SERVICES,SPECTARC,Lease of Vehicle,LEASES AND RENTALS,,
450521154060,Maintenance,Building & Facilities Maint. Materials,Maintenance,Building & Facilities Maint. Materials,Carpentry works,592.715935,FACILITIES MANAGEMENT SERVICES,SPECTARC,Lease of Vehicle,LEASES AND RENTALS,,
450521154080,Maintenance,Building & Facilities Maint. Materials,Maintenance,Building & Facilities Maint. Materials,Miscellaneous,578.931843,FACILITIES MANAGEMENT SERVICES,SPECTARC,Lease of Vehicle,LEASES AND RENTALS,,
450521154090,Maintenance,Building & Facilities Maint. Materials,Maintenance,Building & Facilities Maint. Materials,Design Charges,482.443203,FACILITIES MANAGEMENT SERVICES,SPECTARC,Lease of Vehicle,LEASES AND RENTALS,,
4505211540110,#N/A,#N/A,#N/A,#N/A,Providing of Glass Door,967.643224,FACILITIES MANAGEMENT SERVICES,SPECTARC,Lease of Vehicle,LEASES AND RENTALS,,
450307415820,#N/A,#N/A,#N/A,#N/A,Finishes and allied works,6388.562135,FACILITIES MANAGEMENT SERVICES,Jones Lang LaSalle Property Consult,Other Leases/Rentals,LEASES AND RENTALS,,
450307415830,#N/A,#N/A,#N/A,#N/A,False ceiling and allied works,313.311781,FACILITIES MANAGEMENT SERVICES,Jones Lang LaSalle Property Consult,Other Leases/Rentals,LEASES AND RENTALS,,
450307415840,#N/A,#N/A,#N/A,#N/A,"Built in furniture and allied works 26,7",401.383873,FACILITIES MANAGEMENT SERVICES,Jones Lang LaSalle Property Consult,Other Leases/Rentals,LEASES AND RENTALS,,
450307415850,#N/A,#N/A,#N/A,#N/A,Door and allied works,637.117258,FACILITIES MANAGEMENT SERVICES,Jones Lang LaSalle Property Consult,Other Leases/Rentals,LEASES AND RENTALS,,
450307415860,#N/A,#N/A,#N/A,#N/A,Demilition works ( sliding folding parit,749.549716,FACILITIES MANAGEMENT SERVICES,Jones Lang LaSalle Property Consult,Other Leases/Rentals,LEASES AND RENTALS,,
450307415870,#N/A,#N/A,#N/A,#N/A,JLL Fee,1349.189488,FACILITIES MANAGEMENT SERVICES,Jones Lang LaSalle Property Consult,Other Leases/Rentals,LEASES AND RENTALS,,
450307415880,#N/A,#N/A,#N/A,#N/A,Design Fee,674.594744,FACILITIES MANAGEMENT SERVICES,Jones Lang LaSalle Property Consult,Other Leases/Rentals,LEASES AND RENTALS,,
450311406230,#N/A,#N/A,#N/A,#N/A,JLL service charge @15%,250.235173,FACILITIES MANAGEMENT SERVICES,Jones Lang LaSalle Property Consult,Other Leases/Rentals,LEASES AND RENTALS,,
450320662120,#N/A,#N/A,#N/A,#N/A,Security Supervisor,360.401719,FACILITIES MANAGEMENT SERVICES,Jones Lang LaSalle Property Consult,Other Leases/Rentals,LEASES AND RENTALS,,
450320662150,#N/A,#N/A,#N/A,#N/A,Handyman ( Plumber),240.598461,FACILITIES MANAGEMENT SERVICES,Jones Lang LaSalle Property Consult,Other Leases/Rentals,LEASES AND RENTALS,,
450320662180,#N/A,#N/A,#N/A,#N/A,Cleaning Chemical,44.415444,FACILITIES MANAGEMENT SERVICES,Jones Lang LaSalle Property Consult,Other Leases/Rentals,LEASES AND RENTALS,,
450320662190,#N/A,#N/A,#N/A,#N/A,"Bin Liner(40 Micron) (green bags, bio de",44.415444,FACILITIES MANAGEMENT SERVICES,Jones Lang LaSalle Property Consult,Other Leases/Rentals,LEASES AND RENTALS,,
4503206621100,#N/A,#N/A,#N/A,#N/A,HK Equipment Costs,23.688237,FACILITIES MANAGEMENT SERVICES,Jones Lang LaSalle Property Consult,Other Leases/Rentals,LEASES AND RENTALS,,
4503206621110,#N/A,#N/A,#N/A,#N/A,Personal Hygiene,198.388984,FACILITIES MANAGEMENT SERVICES,Jones Lang LaSalle Property Consult,Other Leases/Rentals,LEASES AND RENTALS,,
4503206621140,#N/A,#N/A,#N/A,#N/A,Management Fee,236.882369,FACILITIES MANAGEMENT SERVICES,Jones Lang LaSalle Property Consult,Other Leases/Rentals,LEASES AND RENTALS,,
450340371720,Services,Cleaning and Gardening,Services,Cleaning and Gardening,Facility management charges (Supply),121.226283,FACILITIES MANAGEMENT SERVICES,Jones Lang LaSalle Property Consult,Other Leases/Rentals,LEASES AND RENTALS,,
450340371730,Services,Cleaning and Gardening,Services,Cleaning and Gardening,Facility management charges (Payroll),6133.68871,FACILITIES MANAGEMENT SERVICES,Jones Lang LaSalle Property Consult,Other Leases/Rentals,LEASES AND RENTALS,,
450340371740,Services,Cleaning and Gardening,Services,Cleaning and Gardening,Facility management charges (Mobile cost,36.787498,FACILITIES MANAGEMENT SERVICES,Jones Lang LaSalle Property Consult,Other Leases/Rentals,LEASES AND RENTALS,,
450340371750,Services,Cleaning and Gardening,Services,Cleaning and Gardening,FM charges (Vendor Expense - M&E),3305.383468,FACILITIES MANAGEMENT SERVICES,Jones Lang LaSalle Property Consult,Other Leases/Rentals,LEASES AND RENTALS,,
450340371760,Services,Cleaning and Gardening,Services,Cleaning and Gardening,FM charges (Vendor Expense - Horticultur,331.264061,FACILITIES MANAGEMENT SERVICES,Jones Lang LaSalle Property Consult,Other Leases/Rentals,LEASES AND RENTALS,,
450340371770,Services,Cleaning and Gardening,Services,Cleaning and Gardening,FM charges (Vendor Expense - House Keepi,7949.35009,FACILITIES MANAGEMENT SERVICES,Jones Lang LaSalle Property Consult,Other Leases/Rentals,LEASES AND RENTALS,,
450340371780,Services,Cleaning and Gardening,Services,Cleaning and Gardening,FM charges (Vendor Expense - Security),12229.9098,FACILITIES MANAGEMENT SERVICES,Jones Lang LaSalle Property Consult,Other Leases/Rentals,LEASES AND RENTALS,,
450340374620,Services,Cleaning and Gardening,Services,Cleaning and Gardening,FM charges (Vendor Expense - Security),6383.843549,FACILITIES MANAGEMENT SERVICES,Jones Lang LaSalle Property Consult,Other Leases/Rentals,LEASES AND RENTALS,,
450340374630,Services,Cleaning and Gardening,Services,Cleaning and Gardening,FM charges (Vendor Expense - M&E),3112.391545,FACILITIES MANAGEMENT SERVICES,Jones Lang LaSalle Property Consult,Other Leases/Rentals,LEASES AND RENTALS,,
450357493020,Services,Cleaning and Gardening,Services,Cleaning and Gardening,Facility management charges (Supply),124.1344,FACILITIES MANAGEMENT SERVICES,Jones Lang LaSalle Property Consult,Other Leases/Rentals,LEASES AND RENTALS,,
450357493030,Services,Cleaning and Gardening,Services,Cleaning and Gardening,Facility management charges (Payroll),6278.335336,FACILITIES MANAGEMENT SERVICES,Jones Lang LaSalle Property Consult,Other Leases/Rentals,LEASES AND RENTALS,,
450357493040,Services,Cleaning and Gardening,Services,Cleaning and Gardening,Facility management charges (Mobile cost,37.669999,FACILITIES MANAGEMENT SERVICES,Jones Lang LaSalle Property Consult,Other Leases/Rentals,LEASES AND RENTALS,,
450357493050,Services,Cleaning and Gardening,Services,Cleaning and Gardening,FM charges (Vendor Expense - M&E),3593.861357,FACILITIES MANAGEMENT SERVICES,Jones Lang LaSalle Property Consult,Other Leases/Rentals,LEASES AND RENTALS,,
450357493060,Services,Cleaning and Gardening,Services,Cleaning and Gardening,FM charges (Vendor Expense - M&E),241.006325,FACILITIES MANAGEMENT SERVICES,Jones Lang LaSalle Property Consult,Other Leases/Rentals,LEASES AND RENTALS,,
450357493070,Services,Cleaning and Gardening,Services,Cleaning and Gardening,FM charges (Vendor Expense - Horticultur,66.630694,FACILITIES MANAGEMENT SERVICES,Jones Lang LaSalle Property Consult,Other Leases/Rentals,LEASES AND RENTALS,,
450357493080,Services,Cleaning and Gardening,Services,Cleaning and Gardening,FM charges (Vendor Expense - Horticultur,272.580113,FACILITIES MANAGEMENT SERVICES,Jones Lang LaSalle Property Consult,Other Leases/Rentals,LEASES AND RENTALS,,
450357493090,Services,Cleaning and Gardening,Services,Cleaning and Gardening,FM charges (Vendor Expense - House Keepi,5220.98005,FACILITIES MANAGEMENT SERVICES,Jones Lang LaSalle Property Consult,Other Leases/Rentals,LEASES AND RENTALS,,
4503574930100,#N/A,#N/A,#N/A,#N/A,FM charges (Vendor Expense - House Keepi,4820.200341,FACILITIES MANAGEMENT SERVICES,Jones Lang LaSalle Property Consult,Other Leases/Rentals,LEASES AND RENTALS,,
4503574930110,#N/A,#N/A,#N/A,#N/A,FM charges (Vendor Expense - Security),1709.991485,FACILITIES MANAGEMENT SERVICES,Jones Lang LaSalle Property Consult,Other Leases/Rentals,LEASES AND RENTALS,,
4503574930120,#N/A,#N/A,#N/A,#N/A,FM charges (Vendor Expense - Security),4550.384905,FACILITIES MANAGEMENT SERVICES,Jones Lang LaSalle Property Consult,Other Leases/Rentals,LEASES AND RENTALS,,
4503574930130,#N/A,#N/A,#N/A,#N/A,FM charges (Vendor Expense - Security),6294.875931,FACILITIES MANAGEMENT SERVICES,Jones Lang LaSalle Property Consult,Other Leases/Rentals,LEASES AND RENTALS,,
450398633720,Non ZBB,Non ZBB Accounts,Maintenance,Building & Facilities Maint. Materials,"Hot Bain Marie Counter,",1493.602556,FACILITIES MANAGEMENT SERVICES,Jones Lang LaSalle Property Consult,Other Leases/Rentals,LEASES AND RENTALS,,
450398633730,Non ZBB,Non ZBB Accounts,Maintenance,Building & Facilities Maint. Materials,"Refrigerated Bain Marie Counter,",995.735037,FACILITIES MANAGEMENT SERVICES,Jones Lang LaSalle Property Consult,Other Leases/Rentals,LEASES AND RENTALS,,
450398633740,Non ZBB,Non ZBB Accounts,Maintenance,Building & Facilities Maint. Materials,8mm Frosted Bend Acrylic canopy applied,612.760023,FACILITIES MANAGEMENT SERVICES,Jones Lang LaSalle Property Consult,Other Leases/Rentals,LEASES AND RENTALS,,
450398633750,Non ZBB,Non ZBB Accounts,Maintenance,Building & Facilities Maint. Materials,SS Tray slider pipes with SS bracket,424.642696,FACILITIES MANAGEMENT SERVICES,Jones Lang LaSalle Property Consult,Other Leases/Rentals,LEASES AND RENTALS,,
450398633760,Non ZBB,Non ZBB Accounts,Maintenance,Building & Facilities Maint. Materials,"Work Table with Sink,",543.82452,FACILITIES MANAGEMENT SERVICES,Jones Lang LaSalle Property Consult,Other Leases/Rentals,LEASES AND RENTALS,,
450398633770,Non ZBB,Non ZBB Accounts,Maintenance,Building & Facilities Maint. Materials,Idli Steamer-Elec operated - Table Top,995.735037,FACILITIES MANAGEMENT SERVICES,Jones Lang LaSalle Property Consult,Other Leases/Rentals,LEASES AND RENTALS,,
450398633780,Non ZBB,Non ZBB Accounts,Maintenance,Industrial Equip & Machinery Maint. Materials (P&M),"Electric Deep Fat Fryer, double tank typ",1455.305054,FACILITIES MANAGEMENT SERVICES,Jones Lang LaSalle Property Consult,Other Leases/Rentals,LEASES AND RENTALS,,
450398633790,Non ZBB,Non ZBB Accounts,Taxes,Other Taxes,Hot Plate - Electrical,781.269029,FACILITIES MANAGEMENT SERVICES,Jones Lang LaSalle Property Consult,Other Leases/Rentals,LEASES AND RENTALS,,
4503986337100,#N/A,#N/A,#N/A,#N/A,Supporting  Table with 1 U/S,321.699012,FACILITIES MANAGEMENT SERVICES,Jones Lang LaSalle Property Consult,Other Leases/Rentals,LEASES AND RENTALS,,
4503986337110,#N/A,#N/A,#N/A,#N/A,2 Burner Cooking Range-LPG operated,520.846019,FACILITIES MANAGEMENT SERVICES,Jones Lang LaSalle Property Consult,Other Leases/Rentals,LEASES AND RENTALS,,
4503986337140,#N/A,#N/A,#N/A,#N/A,Toaster - 4 Slot,183.828007,FACILITIES MANAGEMENT SERVICES,Jones Lang LaSalle Property Consult,Other Leases/Rentals,LEASES AND RENTALS,,
4503986337160,#N/A,#N/A,#N/A,#N/A,Microwave Oven - 20 Ltrs,212.934108,FACILITIES MANAGEMENT SERVICES,Jones Lang LaSalle Property Consult,Other Leases/Rentals,LEASES AND RENTALS,,
4503986337170,#N/A,#N/A,#N/A,#N/A,Work Top Refrigerator,1348.07205,FACILITIES MANAGEMENT SERVICES,Jones Lang LaSalle Property Consult,Other Leases/Rentals,LEASES AND RENTALS,,
4503986337180,#N/A,#N/A,#N/A,#N/A,Work Top Freezer,1378.710051,FACILITIES MANAGEMENT SERVICES,Jones Lang LaSalle Property Consult,Other Leases/Rentals,LEASES AND RENTALS,,
4503986337190,#N/A,#N/A,#N/A,#N/A,Wet Grinder - Table Top,689.355026,FACILITIES MANAGEMENT SERVICES,Jones Lang LaSalle Property Consult,Other Leases/Rentals,LEASES AND RENTALS,,
4503986337210,#N/A,#N/A,#N/A,#N/A,Soiled Dish Landing Table With Chute,398.294015,FACILITIES MANAGEMENT SERVICES,Jones Lang LaSalle Property Consult,Other Leases/Rentals,LEASES AND RENTALS,,
4503986337220,#N/A,#N/A,#N/A,#N/A,3 Sink Unit,612.760023,FACILITIES MANAGEMENT SERVICES,Jones Lang LaSalle Property Consult,Other Leases/Rentals,LEASES AND RENTALS,,
4503986337230,#N/A,#N/A,#N/A,#N/A,"Pre-rinse shower Unit, Hot & Cold, Table",505.527019,FACILITIES MANAGEMENT SERVICES,Jones Lang LaSalle Property Consult,Other Leases/Rentals,LEASES AND RENTALS,,
4503986337250,#N/A,#N/A,#N/A,#N/A,"Dish Washing Machine, Table Top",7659.500285,FACILITIES MANAGEMENT SERVICES,Jones Lang LaSalle Property Consult,Other Leases/Rentals,LEASES AND RENTALS,,
4503986337260,#N/A,#N/A,#N/A,#N/A,Water Softener for Dish washer,1148.925043,FACILITIES MANAGEMENT SERVICES,Jones Lang LaSalle Property Consult,Other Leases/Rentals,LEASES AND RENTALS,,
4503986337270,#N/A,#N/A,#N/A,#N/A,Dish Washer Racks - Plates,61.276002,FACILITIES MANAGEMENT SERVICES,Jones Lang LaSalle Property Consult,Other Leases/Rentals,LEASES AND RENTALS,,
4503986337280,#N/A,#N/A,#N/A,#N/A,Dish Washer Racks - Glass,61.276002,FACILITIES MANAGEMENT SERVICES,Jones Lang LaSalle Property Consult,Other Leases/Rentals,LEASES AND RENTALS,,
4503986337290,#N/A,#N/A,#N/A,#N/A,Dish Washer Racks - Cutlery,61.276002,FACILITIES MANAGEMENT SERVICES,Jones Lang LaSalle Property Consult,Other Leases/Rentals,LEASES AND RENTALS,,
4503986337300,#N/A,#N/A,#N/A,#N/A,Clean Dish Landing Table,474.889018,FACILITIES MANAGEMENT SERVICES,Jones Lang LaSalle Property Consult,Other Leases/Rentals,LEASES AND RENTALS,,
4503986337310,#N/A,#N/A,#N/A,#N/A,Plate Rack - 4 Shelves,428.932016,FACILITIES MANAGEMENT SERVICES,Jones Lang LaSalle Property Consult,Other Leases/Rentals,LEASES AND RENTALS,,
4503986337320,#N/A,#N/A,#N/A,#N/A,"SS Exhaust Hood- wall mounted,",3293.585123,FACILITIES MANAGEMENT SERVICES,Jones Lang LaSalle Property Consult,Other Leases/Rentals,LEASES AND RENTALS,,
4503986337330,#N/A,#N/A,#N/A,#N/A,Axial Flow Fan,689.355026,FACILITIES MANAGEMENT SERVICES,Jones Lang LaSalle Property Consult,Other Leases/Rentals,LEASES AND RENTALS,,
4503986337400,#N/A,#N/A,#N/A,#N/A,SS Wall Clading - 4750 x 2100,862.0308,FACILITIES MANAGEMENT SERVICES,Jones Lang LaSalle Property Consult,Other Leases/Rentals,LEASES AND RENTALS,,
4503986337410,#N/A,#N/A,#N/A,#N/A,SS Wall Clading - 2870 x 2100,735.312027,FACILITIES MANAGEMENT SERVICES,Jones Lang LaSalle Property Consult,Other Leases/Rentals,LEASES AND RENTALS,,
4503986337420,#N/A,#N/A,#N/A,#N/A,SS Wall Clading - 2000 x 2100,536.16502,FACILITIES MANAGEMENT SERVICES,Jones Lang LaSalle Property Consult,Other Leases/Rentals,LEASES AND RENTALS,,
4503986337430,#N/A,#N/A,#N/A,#N/A,SS Wall Clading - 1850 x 2100,827.226031,FACILITIES MANAGEMENT SERVICES,Jones Lang LaSalle Property Consult,Other Leases/Rentals,LEASES AND RENTALS,,
4503986337440,#N/A,#N/A,#N/A,#N/A,SS Wall Clading - 3280 x 2100,1302.115048,FACILITIES MANAGEMENT SERVICES,Jones Lang LaSalle Property Consult,Other Leases/Rentals,LEASES AND RENTALS,,
4503986337450,#N/A,#N/A,#N/A,#N/A,Freight Charges,2033.214351,FACILITIES MANAGEMENT SERVICES,Jones Lang LaSalle Property Consult,Other Leases/Rentals,LEASES AND RENTALS,,
4503986337460,#N/A,#N/A,#N/A,#N/A,Installation & Commissioning Charges,3253.127642,FACILITIES MANAGEMENT SERVICES,Jones Lang LaSalle Property Consult,Other Leases/Rentals,LEASES AND RENTALS,,
4503986337470,#N/A,#N/A,#N/A,#N/A,PRELIMS,382.975014,FACILITIES MANAGEMENT SERVICES,Jones Lang LaSalle Property Consult,Other Leases/Rentals,LEASES AND RENTALS,,
4503986337480,#N/A,#N/A,#N/A,#N/A,"JLL SUPERVISION, OVERHEADS .PRELIMS and",6893.550257,FACILITIES MANAGEMENT SERVICES,Jones Lang LaSalle Property Consult,Other Leases/Rentals,LEASES AND RENTALS,,
4503986337490,#N/A,#N/A,#N/A,#N/A,CGST @ 9%,4790.435306,FACILITIES MANAGEMENT SERVICES,Jones Lang LaSalle Property Consult,Other Leases/Rentals,LEASES AND RENTALS,,
4503986337500,#N/A,#N/A,#N/A,#N/A,SGST @ 9%,4790.435306,FACILITIES MANAGEMENT SERVICES,Jones Lang LaSalle Property Consult,Other Leases/Rentals,LEASES AND RENTALS,,
4504013088370,#N/A,#N/A,#N/A,#N/A,Plumbing connections for Watercooler and,459.570017,FACILITIES MANAGEMENT SERVICES,Jones Lang LaSalle Property Consult,Other Leases/Rentals,LEASES AND RENTALS,,
4504013088430,#N/A,#N/A,#N/A,#N/A,Supply & installation of all electrical,2297.850086,FACILITIES MANAGEMENT SERVICES,Jones Lang LaSalle Property Consult,Other Leases/Rentals,LEASES AND RENTALS,,
4504013088440,#N/A,#N/A,#N/A,#N/A,PRELIMS,765.950029,FACILITIES MANAGEMENT SERVICES,Jones Lang LaSalle Property Consult,Other Leases/Rentals,LEASES AND RENTALS,,
4504013088450,#N/A,#N/A,#N/A,#N/A,"JLL SUPERVISION, OVERHEADS .PRELIMS and",8425.450314,FACILITIES MANAGEMENT SERVICES,Jones Lang LaSalle Property Consult,Other Leases/Rentals,LEASES AND RENTALS,,
4504013088460,#N/A,#N/A,#N/A,#N/A,CGST @ 9%,6761.178773,FACILITIES MANAGEMENT SERVICES,Jones Lang LaSalle Property Consult,Other Leases/Rentals,LEASES AND RENTALS,,
4504013088470,#N/A,#N/A,#N/A,#N/A,SGST @ 9%,6761.178773,FACILITIES MANAGEMENT SERVICES,Jones Lang LaSalle Property Consult,Other Leases/Rentals,LEASES AND RENTALS,,
450415047020,Maintenance,Office Equipment and Machinery Maint.,Maintenance,Building & Facilities Maint. Materials,Minimum Wages Arrears - Jan 16 to Sep 16,4354.182304,FACILITIES MANAGEMENT SERVICES,Jones Lang LaSalle Property Consult,Other Leases/Rentals,LEASES AND RENTALS,,
